Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles	cnv_call
RBMXL3	0.00333788	-0.156704	0.001	0.2	0.00687645	0.107836	1	0.00687645	1	1	1	2	2	5	dup
SPANXN3	0.00298938	-0.178089	0.001	0.2	0.0159109	-0.163109	1	0.0159109	1	1	1	1	1	5	dup
ACADL	0.0263245	0.502384	0.001	0.2	0.113305	0.62956	1	0.113305	1	1	1	2	1	5	dup
AHSA2	0.014623	-0.379647	0.001	0.2	0.0726138	-0.348071	1	0.0726138	1	1	1	4	1	5	dup
CHST10	-0.000269885	0.00878646	0.001	0.2	0.00230029	0.065908	1	0.00230029	1	1	1	27	3	5	dup
CYP20A1	0.00151859	-0.130916	0.001	0.2	0.0086179	-0.120337	1	0.0086179	1	1	1	13	1	5	dup
EPCAM	0.00397683	-0.203604	0.001	0.2	0.0208836	-0.18674	1	0.0208836	1	0.9285	0.7971	20	1	5	dup
ERCC3	0.00113954	-0.115622	0.001	0.2	0.00671698	-0.106927	1	0.00671698	1	1	1	6	1	5	dup
GALNT3	0.00213916	-0.152642	0.001	0.2	0.0117194	-0.140236	1	0.0117194	1	1	1	1	1	5	dup
VRK2	0.0168266	0.261857	0.001	0.2	0.0349366	0.246699	1	0.0349366	1	1	1	29	3	5	dup
ZC3H6	0.00448671	-0.203214	0.001	0.2	0.00124188	0.0486342	1	0.00124188	1	1	1	9	2	5	dup
KCNMB3	0.0131175	0.326988	0.001	0.2	8.28E-06	0.00399777	1	8.28E-06	1	1	1	3	2	5	dup
PTPRG	0.00486719	0.1993	0.001	0.2	0.00285753	0.0695103	1	0.00285753	1	0.8867	0.8867	72	3	5	dup
TMEM40	0.0106094	0.32544	0.001	0.2	0.0531003	0.296595	1	0.0531003	1	1	1	8	1	5	dup
ZBBX	0.00477473	-0.222029	0.001	0.2	0.0248385	-0.206305	1	0.0248385	1	1	1	1	1	5	dup
ALPK1	0.012833	0.461451	0.001	0.2	0.186498	0.556244	1	0.186498	1	0.5286	0.4586	35	2	5	dup
DOK7	0.000153415	0.0594364	0.001	0.2	0.00175789	0.055245	1	0.00175789	1	1	1	8	1	5	dup
ELF2	0.000284541	0.0677862	0.001	0.2	0.0275533	0.212974	1	0.0275533	1	1	1	5	3	5	dup
HTRA3	0.00604063	-0.248372	0.001	0.2	0.0311032	-0.227888	1	0.0311032	1	0.9027	0.9027	5	1	5	dup
LRPAP1	0.000280647	0.0693101	0.001	0.2	0.00238861	0.0644552	1	0.00238861	1	1	1	6	1	5	dup
PRSS48	0.0140447	-0.372371	0.001	0.2	0.0698778	-0.340957	1	0.0698778	1	1	0.9517	1	1	5	dup
CAST	0.00422334	0.213138	0.001	0.2	0.0179014	-0.175043	1	0.0179014	1	1	1	14	2	5	dup
FABP6	0.00478264	0.220265	0.001	0.2	0.00555716	-0.103832	1	0.00555716	1	1	1	13	2	5	dup
GFPT2	0.00378778	0.211544	0.001	0.2	0.0125826	-0.145086	1	0.0125826	1	1	0.8429	12	2	5	dup
"MIER3,SETD9"	-0.000143566	0.0237262	0.001	0.2	0.000279762	0.0220053	1	0.000279762	1	1	0.692	2	1	5	dup
CEP162	-5.28E-05	-0.0383592	0.001	0.2	0.000736842	-0.0353376	1	0.000736842	1	1	1	6	1	5	dup
CYB5R4	0.00310048	-0.181145	0.001	0.2	0.016522	-0.166361	1	0.016522	1	1	1	8	1	5	dup
DNAH8	0.000458677	0.0683725	0.001	0.2	0.0130968	0.14715	1	0.0130968	1	0.8873	0.828	23	3	5	dup
GRM1	0.0119939	-0.345196	0.001	0.2	0.0600139	-0.319989	1	0.0600139	1	1	1	28	1	5	dup
MCM9	0.00937306	0.23896	0.001	0.2	0.0424301	0.265672	1	0.0424301	1	1	1	8	3	5	dup
CALCR	0.0139324	-0.370939	0.001	0.2	0.0692975	-0.339074	1	0.0692975	1	1	1	19	1	5	dup
MGAM2	0.0150643	-0.312562	0.001	0.2	0.0033136	-0.0747414	1	0.0033136	1	0.841	1	22	2	5	dup
MTBP	0.0249223	-0.401337	0.001	0.2	0.0140833	-0.153972	1	0.0140833	1	0.9395	1	3	2	5	dup
SNTB1	0.0249223	-0.401337	0.001	0.2	0.0140833	-0.153972	1	0.0140833	1	0.9395	1	34	2	5	dup
DBH	6.74E-05	0.0517004	0.001	0.2	0.00133096	0.048388	1	0.00133096	1	0.9628	0.8937	8	1	5	dup
DENND1A	0.000483285	0.0709474	0.001	0.2	0.00775556	0.116389	1	0.00775556	1	1	1	40	4	5	dup
FKTN	0.0107779	0.303477	0.001	0.2	0.00130821	-0.0479078	1	0.00130821	1	1	1	4	2	5	dup
NOTCH1	0.00727044	0.210585	0.001	0.2	0.134459	0.554045	1	0.134459	1	0.9365	0.9365	10	2	5	dup
PDCD1LG2	0.00331	-0.123521	0.001	0.2	0.00116538	-0.0444395	1	0.00116538	1	1	1	12	3	5	dup
RFX3	0.000910412	-0.084581	0.001	0.2	7.61E-06	0.00481927	1	7.61E-06	1	1	1	22	3	5	dup
HPSE2	0.00232491	0.0991036	0.001	0.2	0.0109286	0.123095	1	0.0109286	1	0.8546	0.9652	23	4	6	dup
NSUN6	0.00573714	0.183976	0.001	0.2	0.0175155	0.155777	1	0.0175155	1	1	1	14	3	6	dup
RBP3	-0.000145496	0.0233157	0.001	0.2	0.000271526	0.0193765	1	0.000271526	1	1	1	2	1	6	dup
SFTPA1	0.00743251	0.274305	0.001	0.2	0.0373713	0.225943	1	0.0373713	1	0.9427	0.9785	5	1	6	dup
CCDC179	0.00443695	-0.214429	0.001	0.2	0.0232515	-0.193735	1	0.0232515	1	0.8258	0.8177	2	1	6	dup
IFT46	-0.000124697	0.0274174	0.001	0.2	0.000374401	0.0227169	1	0.000374401	1	1	1	1	1	6	dup
KRTAP5-5	0.00319719	-0.183762	0.001	0.2	0.0168208	-0.151179	1	0.0168208	1	1	1	2	1	6	dup
SVIP	0.00443695	-0.214429	0.001	0.2	0.0232515	-0.193735	1	0.0232515	1	0.8258	0.8177	2	1	6	dup
TMEM25	-0.000124697	0.0274174	0.001	0.2	0.000374401	0.0227169	1	0.000374401	1	1	1	2	1	6	dup
ANKRD33	0.00252152	-0.164584	0.001	0.2	0.0134219	-0.13417	1	0.0134219	1	1	1	1	1	6	dup
LRMP	0.00473667	0.221186	0.001	0.2	0.0243552	0.182033	1	0.0243552	1	1	1	15	1	6	dup
SLCO1B3	0.00580849	-0.243764	0.001	0.2	0.0300607	-0.221181	1	0.0300607	1	0.8781	0.9035	3	1	6	dup
SYT10	0.00705714	0.188026	0.001	0.2	1.83E-06	-0.0015763	1	1.83E-06	1	0.9571	1	12	3	6	dup
UBE2N	-0.000484561	-0.00615339	0.001	0.2	0.000169006	-0.0151531	1	0.000169006	1	1	0.8978	7	4	6	dup
NOP9	0.00435424	0.170085	0.001	0.2	0.0190705	0.16134	1	0.0190705	1	1	1	4	2	6	dup
CHD2	0.0280803	-0.452196	0.001	0.2	0.0835851	-0.348247	1	0.0835851	1	1	1	16	4	6	dup
FBN1	0.000647952	-0.085492	0.001	0.2	0.0145531	0.141296	1	0.0145531	1	0.8189	0.8424	3	2	6	dup
HAUS2	0.00134495	-0.124147	0.001	0.2	0.00769109	-0.101865	1	0.00769109	1	1	1	3	1	6	dup
PLA2G4E	0.000848905	-0.011304	0.0403602	0.2	0.103959	0.739634	0.585553	0.096826	1	1	1	56	3	6	dup
"EIF3C,EIF3CL"	0.00839708	0.290851	0.001	0.2	0.0419982	0.240304	1	0.0419982	1	0.7151	0.8863	1	1	6	dup
MKL2	0.00228162	-0.143503	0.001	0.2	0.0145531	0.141296	1	0.0145531	1	0.8779	0.9684	5	2	6	dup
ORC6	0.00632048	-0.25381	0.001	0.2	0.0327896	-0.219612	1	0.0327896	1	1	1	2	1	6	dup
TMC7	0.00495223	0.225916	0.001	0.2	0.0254111	0.189625	1	0.0254111	1	1	1	10	1	6	dup
TPSG1	0.007135	-0.268984	0.001	0.2	0.0368551	-0.23305	1	0.0368551	1	1	1	6	1	6	dup
USP31	0.0132979	-0.362735	0.001	0.2	0.0671604	-0.31976	1	0.0671604	1	1	0.882	5	1	6	dup
XPO6	0.00789566	0.282378	0.001	0.2	0.0389648	0.26423	1	0.0389648	1	1	1	5	1	6	dup
ADAP2	0.0055883	-0.239307	0.001	0.2	0.0289397	-0.220689	1	0.0289397	1	1	1	5	1	6	dup
CBX1	0.00714587	-0.230683	0.001	0.2	0.0315552	-0.215187	1	0.0315552	1	1	1	12	4	6	dup
PRR11	0.00379291	0.144915	0.001	0.2	0.0243552	0.182033	1	0.0243552	1	1	0.9133	7	2	6	dup
SHISA6	-0.000197699	0.0046077	0.001	0.2	1.06E-05	0.0038168	1	1.06E-05	1	1	1	60	1	6	dup
UBE2G1	-0.000171954	0.0166993	0.001	0.2	0.000139055	0.0139157	1	0.000139055	1	1	1	7	1	6	dup
EHD2	0.000205641	0.0550182	0.001	0.2	0.00287823	0.062726	1	0.00287823	1	0.9109	0.8441	5	2	6	dup
ZNF320	-7.95E-05	0.0346911	0.001	0.2	0.000601228	0.0285407	1	0.000601228	1	0.9335	0.9817	5	1	6	dup
ZNF585B	0.0104176	0.322599	0.001	0.2	0.0501575	0.287975	1	0.0501575	1	0.7573	0.7607	7	1	6	dup
ACBD6	0.0141754	-0.26856	0.001	0.2	0.0734328	-0.327984	1	0.0734328	1	0.7619	0.7619	13	2	6	dup
PARS2	0.00838221	-0.290603	0.001	0.2	0.0427748	-0.262444	1	0.0427748	1	0.8334	0.9298	2	1	6	dup
STXBP3	-0.00037626	0.010731	0.001	0.2	0.000248397	0.0182515	1	0.000248397	1	1	1	2	2	6	dup
CSE1L	-2.15E-05	-0.0409414	0.001	0.2	0.0182798	-0.166491	1	0.0182798	1	1	1	5	2	6	dup
PTPRA	0.0124328	0.251825	0.001	0.2	0.0596406	0.283968	1	0.0596406	1	0.9286	0.9286	11	2	6	dup
RPS21	0.00255678	0.165641	0.001	0.2	0.0136808	0.13731	1	0.0136808	1	1	1	2	1	6	dup
PIWIL3	0.000304239	0.0709897	0.001	0.2	0.00251768	0.0586819	1	0.00251768	1	0.9686	0.8428	11	1	6	dup
CHST7	0.0142179	0.374565	0.001	0.2	0.0693464	0.310312	1	0.0693464	1	1	1	9	1	6	dup
EBP	0.00186072	-0.143309	0.001	0.2	0.0103549	-0.129979	1	0.0103549	1	0.7869	0.8545	1	1	6	dup
PDK3	0.0035058	0.136875	0.001	0.2	6.38E-06	0.00294162	1	6.38E-06	1	0.9629	0.9629	8	3	6	dup
ZNF674	0.00216589	0.153508	0.001	0.2	0.0117575	0.127635	1	0.0117575	1	0.9713	0.9649	2	1	6	dup
CYP27C1	0.00861708	0.294486	0.001	0.2	0.0430498	0.24339	1	0.0430498	1	0.9809	0.8946	2	1	6	dup
ELMOD3	0.00812254	-0.215985	0.001	0.2	0.0725272	-0.332041	1	0.0725272	1	1	1	21	3	6	dup
HNMT	0.0123242	-0.349731	0.001	0.2	0.0624924	-0.30649	1	0.0624924	1	0.9565	0.7982	19	1	6	dup
MSH6	-0.000169115	-0.0306978	0.001	0.2	0.00334512	0.0673718	1	0.00334512	1	1	1	37	3	6	dup
NAT8B	0.00122579	-0.119277	0.001	0.2	0.00716191	-0.108245	1	0.00716191	1	1	1	1	1	6	dup
RMND5A	0.000555863	0.0868992	0.001	0.2	0.00377076	0.0717553	1	0.00377076	1	0.9397	0.9397	5	1	6	dup
TTC21B	0.00473667	0.221186	0.001	0.2	0.0243552	0.182033	1	0.0243552	1	0.9684	1	6	1	6	dup
ARL8B	0.00664424	0.187274	0.001	0.2	0.0304865	0.202789	1	0.0304865	1	1	1	14	2	6	dup
TNK2	0.00714976	0.26925	0.001	0.2	0.0360287	0.223183	1	0.0360287	1	0.9927	0.9526	7	1	6	dup
ADH1B	0.00455773	0.132145	0.001	0.2	0.021654	0.173119	1	0.021654	1	1	0.9421	25	4	6	dup
FBXW7	0.0176397	0.340441	0.001	0.2	0.00127823	0.0418694	1	0.00127823	1	0.8494	0.8494	10	2	6	dup
FGA	0.000166597	-0.0605344	0.001	0.2	0.0018215	-0.049395	1	0.0018215	1	1	1	1	1	6	dup
TMPRSS11D	0.0113965	0.336826	0.001	0.2	0.0561946	0.277318	1	0.0561946	1	0.8249	0.9155	8	1	6	dup
UGT2A1	0.00209272	0.107576	0.001	0.2	0.00239261	-0.0570347	1	0.00239261	1	1	1	11	3	6	dup
FOXP4	0.00564001	0.140484	0.001	0.2	0.0305452	0.207625	1	0.0305452	1	1	1	14	4	6	dup
MFSD4B	0.000261888	0.0679449	0.001	0.2	0.00230305	0.0559599	1	0.00230305	1	1	1	2	1	6	dup
AP5Z1	0.005562	-0.238768	0.001	0.2	0.0289947	-0.207128	1	0.0289947	1	0.774	0.9373	6	1	6	dup
BBS9	-0.00032218	-0.00732065	0.001	0.2	0.00335544	-0.0679445	1	0.00335544	1	1	1	9	3	6	dup
GALNTL5	-0.000160777	0.0197665	0.001	0.2	0.000195258	0.0175589	1	0.000195258	1	1	1	18	1	6	dup
GPR20	0.0155277	-0.390726	0.001	0.2	0.0780875	-0.34084	1	0.0780875	1	0.7634	0.8052	3	1	6	dup
LRMDA	0.0119513	-0.202604	0.001	0.2	0.0151041	-0.136386	1	0.0151041	1	1	1	79	5	7	dup
MS4A6A	0.00825552	-0.288486	0.001	0.2	0.0417635	-0.2237	1	0.0417635	1	0.9016	0.8364	1	1	7	dup
OR52B6	0.00565981	-0.240764	0.001	0.2	0.0290819	-0.186619	1	0.0290819	1	1	1	1	1	7	dup
OR52H1	0.00565981	-0.240764	0.001	0.2	0.0290819	-0.186619	1	0.0290819	1	1	1	2	1	7	dup
UBQLN3	0.00565981	-0.240764	0.001	0.2	0.0290819	-0.186619	1	0.0290819	1	1	1	3	1	7	dup
EP400	-0.000197411	0.00490985	0.001	0.2	1.20E-05	0.00380653	1	1.20E-05	1	1	1	12	1	7	dup
SVOP	0.0184976	-0.353266	0.001	0.2	0.000308243	-0.019143	1	0.000308243	1	1	1	7	2	7	dup
CHP1	0.00636008	-0.191906	0.001	0.2	0.0426851	-0.258851	1	0.0426851	1	0.9995	1	6	2	7	dup
PDP2	0.0133983	-0.364047	0.001	0.2	0.068359	-0.305174	1	0.068359	1	0.7263	0.7263	7	1	7	dup
SLC7A5	0.00234066	-0.110617	0.001	0.2	0.00222909	0.0516458	1	0.00222909	1	1	1	30	3	7	dup
TRPV1	0.00201045	0.148402	0.001	0.2	0.0110459	0.114217	1	0.0110459	1	1	1	9	1	7	dup
APCDD1	0.0016592	-0.101824	0.001	0.2	0.0154162	-0.137124	1	0.0154162	1	1	1	9	2	7	dup
ADGRE5	-0.000431874	-0.00300986	0.001	0.2	0.0150726	0.134165	1	0.0150726	1	0.9411	1	5	3	7	dup
CEACAM21	0.000182479	-0.0618314	0.001	0.2	0.00191164	-0.0500217	1	0.00191164	1	0.9712	0.9023	24	1	7	dup
PLIN3	0.00523393	0.169375	0.001	0.2	0.0146396	0.131813	1	0.0146396	1	1	1	3	2	7	dup
C1orf174	0.00167849	-0.117419	0.001	0.2	0.0494083	-0.258981	1	0.0494083	1	0.8267	0.8267	5	2	7	dup
TMEM69	0.00974457	0.312409	0.001	0.2	0.0481407	0.250918	1	0.0481407	1	1	1	2	1	7	dup
WDR47	0.0128508	0.356827	0.001	0.2	0.0638448	0.274087	1	0.0638448	1	1	1	7	1	7	dup
DLG3	0.037751	-0.338267	0.001	0.2	0.0798387	-0.431428	1	0.0798387	1	1	1	5	4	7	dup
DYNLT3	-0.000115836	0.0289891	0.001	0.2	0.000418844	0.0273675	1	0.000418844	1	1	0.6852	1	1	7	dup
MXRA5	0.0125722	0.353092	0.001	0.2	0.0613853	0.287509	1	0.0613853	1	0.9328	0.9596	12	1	7	dup
TAB3	0.00535618	0.234513	0.001	0.2	0.027127	0.181373	1	0.027127	1	1	1	4	1	7	dup
ZNF449	0.00563167	0.240191	0.001	0.2	0.0287411	0.215362	1	0.0287411	1	1	1	1	1	7	dup
ZNF75D	0.00563167	0.240191	0.001	0.2	0.0287411	0.215362	1	0.0287411	1	1	1	5	1	7	dup
BIN1	0.000500151	-0.0836392	0.001	0.2	0.0035042	-0.0646903	1	0.0035042	1	1	1	14	1	7	dup
CD8A	0.00188945	-0.1443	0.001	0.2	0.0104401	-0.11102	1	0.0104401	1	1	1	1	1	7	dup
CD8B	0.00188945	-0.1443	0.001	0.2	0.0104401	-0.11102	1	0.0104401	1	1	1	2	1	7	dup
HK2	0.00072912	-0.0963307	0.001	0.2	0.00464933	-0.0754986	1	0.00464933	1	1	1	13	1	7	dup
PDK1	0.0120208	-0.289848	0.001	0.2	0.000659679	-0.0279797	1	0.000659679	1	1	1	11	3	7	dup
SMPD4	0.00102746	-0.110691	0.001	0.2	0.00614008	-0.0864383	1	0.00614008	1	1	1	3	1	7	dup
BHLHE40	0.0166765	0.404308	0.001	0.2	0.0801637	0.320891	1	0.0801637	1	1	1	8	1	7	dup
FANCD2	0.000249584	0.0597791	0.001	0.2	0.00515044	-0.0846768	1	0.00515044	1	1	1	4	2	7	dup
ARL14EPL	-0.000196568	-0.005705	0.001	0.2	1.63E-05	-0.00439426	1	1.63E-05	1	0.9573	0.9661	2	1	7	dup
CCDC125	0.0016412	-0.113113	0.001	0.2	0.0118078	0.119022	1	0.0118078	1	0.9513	0.9513	6	2	7	dup
FOXQ1	0.00670541	0.261097	0.001	0.2	0.0337565	0.209856	1	0.0337565	1	0.8063	1	1	1	7	dup
HIST1H2BL	0.00780927	0.280891	0.001	0.2	0.0395821	0.214643	1	0.0395821	1	1	1	1	1	7	dup
SLC16A10	-0.000156913	0.0207216	0.001	0.2	0.000214234	0.0167654	1	0.000214234	1	1	1	14	1	7	dup
GHRHR	-0.000153354	0.0215637	0.001	0.2	0.000232003	0.0173983	1	0.000232003	1	1	1	17	1	7	dup
NFE2L3	0.000343978	-0.0737321	0.001	0.2	0.00272247	-0.0569482	1	0.00272247	1	1	0.9908	6	1	7	dup
SNX8	0.000263798	-0.0680852	0.001	0.2	0.00232172	-0.0523123	1	0.00232172	1	0.7721	0.8676	7	1	7	dup
COL22A1	0.0232507	-0.383991	0.001	0.2	0.0111398	-0.131995	1	0.0111398	1	0.9151	0.9065	60	2	7	dup
PRSS3	-0.000155144	0.0211442	0.001	0.2	0.000223239	0.0164041	1	0.000223239	1	0.7363	0.7637	12	1	7	dup
AKR1C1	0.000458162	0.0810952	0.001	0.2	0.00328447	0.0579339	1	0.00328447	1	1	1	7	1	8	dup
OR52D1	0.000979649	0.108519	0.001	0.2	0.00588099	0.0778712	1	0.00588099	1	0.9887	0.9945	1	1	8	dup
PRCP	-0.000128604	0.0102351	0.001	0.2	0.101666	-0.330574	1	0.101666	1	0.5581	0.5581	3	2	8	dup
SLN	2.03E-05	0.0469281	0.001	0.2	0.00110029	0.0336834	1	0.00110029	1	1	1	1	1	8	dup
TCP11L1	0.00472781	-0.220989	0.001	0.2	0.0246289	-0.163603	1	0.0246289	1	1	1	7	1	8	dup
"TRIM34,TRIM6-TRIM34"	-0.000197816	0.00447906	0.001	0.2	1.00E-05	3.21E-03	1	1.00E-05	1.00E+00	0.96	0.9978	4	1	8	dup
TRIM6	-0.000197816	0.00447906	0.001	0.2	1.00E-05	0.00321212	1	1.00E-05	1	0.96	0.9978	1	1	8	dup
"TRIM6,TRIM6-TRIM34"	-0.000197816	0.00447906	0.001	0.2	1.00E-05	3.21E-03	1	1.00E-05	1.00E+00	0.96	0.9978	5	1	8	dup
TRIM6-TRIM34	-0.000197816	0.00447906	0.001	0.2	1.00E-05	0.00321212	1	1.00E-05	1	0.96	0.9978	2	1	8	dup
MEF2A	-0.000230235	-0.0129634	0.001	0.2	0.000149113	-0.0127436	1	0.000149113	1	1	1	18	2	8	dup
ARL4D	0.00882617	0.297897	0.001	0.2	0.0441085	0.213376	1	0.0441085	1	0.9642	0.8506	1	1	8	dup
CACNB1	0.00338548	-0.13849	0.001	0.2	0.0134382	-0.122584	1	0.0134382	1	1	1	2	2	8	dup
EIF4A3	0.00396609	-0.148164	0.001	0.2	0.0173442	-0.135299	1	0.0173442	1	1	1	8	2	8	dup
RDH13	0.00661714	0.216838	0.001	0.2	0.0524228	0.231032	1	0.0524228	1	0.9749	0.8811	6	2	8	dup
ZNF28	0.00667653	0.260558	0.001	0.2	0.0339513	0.195465	1	0.0339513	1	1	1	2	1	8	dup
SLC2A7	0.00562606	0.240077	0.001	0.2	0.0287073	0.172552	1	0.0287073	1	0.9039	0.9814	5	1	8	dup
"LOC102724428,SIK1"	2.46E-05	-4.74E-02	0.001	0.2	0.00112403	-0.0358319	1	0.00112403	1	1	1	9	1	8	dup
KRBOX4	0.0048416	0.223501	0.001	0.2	0.0248862	0.159859	1	0.0248862	1	1	1	3	1	8	dup
MSL3	0.00357023	0.193518	0.001	0.2	0.0186642	0.138545	1	0.0186642	1	1	1	1	1	8	dup
MPHOSPH10	0.000333743	0.0730356	0.001	0.2	0.00266506	0.0523151	1	0.00266506	1	0.7835	0.8515	4	1	8	dup
WDSUB1	0.000230797	0.0576717	0.001	0.2	0.0120217	0.111287	1	0.0120217	1	0.9838	1	9	2	8	dup
FNIP2	0.00748558	0.172475	0.001	0.2	0.0216388	0.154335	1	0.0216388	1	0.8938	0.8938	11	5	8	dup
N4BP3	0.00873484	-0.212936	0.001	0.2	0.043045	-0.213916	1	0.043045	1	1	1	3	2	8	dup
TMEM242	0.00614532	-0.250421	0.001	0.2	0.0315825	-0.189304	1	0.0315825	1	0.768	0.8393	2	1	8	dup
AGPAT5	0.00964016	-0.310796	0.001	0.2	0.0488521	-0.230254	1	0.0488521	1	1	1	13	1	8	dup
CA3	-0.000198259	-0.00395271	0.001	0.2	7.81E-06	-0.00282475	1	7.81E-06	1	0.9891	0.9732	3	1	8	dup
"ST20,ST20-MTHFS"	0.00427564	0.162352	0.001	0.2	0.0381376	0.194008	1	0.0381376	1	0.9449	0.9326	2	2	9	dup
ACSF3	0.00147402	0.129213	0.001	0.2	0.00830345	0.0875166	1	0.00830345	1	1	1	15	1	9	dup
NLRP4	0.00152045	0.130987	0.001	0.2	0.00855623	0.0929929	1	0.00855623	1	0.9149	0.9743	15	1	9	dup
GPSM2	0.00578823	-0.243357	0.001	0.2	0.0296677	-0.164708	1	0.0296677	1	0.9835	0.9545	8	1	9	dup
KIAA1644	0.00236709	0.118396	0.001	0.2	0.020078	0.139373	1	0.020078	1	0.9904	0.9491	23	2	9	dup
SERPIND1	0.00329004	-0.186239	0.001	0.2	0.0175055	-0.136537	1	0.0175055	1	0.9464	0.8432	1	1	9	dup
CSAG1	2.35E-05	-0.0472635	0.001	0.2	0.0011172	-0.0323545	1	0.0011172	1	0.8972	0.8208	1	1	9	dup
HS1BP3	0.000750508	-0.0974312	0.001	0.2	0.00477285	-0.0690592	1	0.00477285	1	1	1	11	1	9	dup
PNPT1	0.00111331	-0.114487	0.001	0.2	0.00656378	-0.0779943	1	0.00656378	1	0.9699	0.8782	1	1	9	dup
HCLS1	0.00741016	-0.273909	0.001	0.2	0.0375847	-0.185471	1	0.0375847	1	0.8106	0.9994	2	1	9	dup
PPARG	-0.000343619	0.00528477	0.001	0.2	0.0234971	-0.147184	1	0.0234971	1	1	1	11	3	9	dup
TSEN2	0.000929106	0.0794083	0.001	0.2	0.0058993	-0.0742727	1	0.0058993	1	1	1	12	3	9	dup
EDIL3	-0.000179593	0.0250041	0.001	0.2	0.00360794	0.0633343	1	0.00360794	1	0.9674	0.9973	58	3	9	dup
GFRAL	-0.000179777	-0.0243083	0.001	0.2	0.0824568	0.274623	1	0.0824568	1	0.8285	0.814	16	3	9	dup
TRDN	0.000432401	-0.0794939	0.001	0.2	0.00316282	-0.0539988	1	0.00316282	1	1	0.9208	63	1	9	dup
TRAPPC9	0.000326826	-0.0696154	0.001	0.2	0.0258151	-0.163201	1	0.0258151	1	1	0.9973	59	3	9	dup
WASHC5	0.000502456	0.0833138	0.001	0.2	0.0302212	0.166742	1	0.0302212	1	1	1	5	2	9	dup
TRIM5	-0.000179438	0.0142819	0.001	0.2	0.000101892	0.00916298	1	0.000101892	1	1	1	11	1	10	dup
CPNE8	0.000156111	-0.0455118	0.001	0.2	0.0301432	-0.1598	1	0.0301432	1	1	1	22	5	10	dup
BCL2A1	0.00578907	-0.243374	0.001	0.2	0.02972	-0.163817	1	0.02972	1	0.9594	1	2	1	10	dup
ZNF578	0.000220093	0.0558659	0.001	0.2	0.000795971	-0.0259394	1	0.000795971	1	1	1	5	3	10	dup
ZNF765	0.00876135	-0.296844	0.001	0.2	0.0443817	-0.195906	1	0.0443817	1	1	1	1	1	10	dup
BRDT	-0.000388322	-0.00641044	0.001	0.2	0.000174866	0.0119107	1	0.000174866	1	1	1	8	2	10	dup
BTG3	0.00604469	-0.248451	0.001	0.2	0.0309846	-0.166994	1	0.0309846	1	0.8491	0.7788	2	1	10	dup
CXADR	0.00604469	-0.248451	0.001	0.2	0.0309846	-0.166994	1	0.0309846	1	0.8491	0.7788	10	1	10	dup
AIFM3	0.00489468	0.224663	0.001	0.2	0.0249652	0.150393	1	0.0249652	1	1	1	2	1	10	dup
CRKL	0.00249079	0.163657	0.001	0.2	0.0132893	0.109823	1	0.0132893	1	1	1	2	1	10	dup
LZTR1	0.00489468	0.224663	0.001	0.2	0.0249652	0.150393	1	0.0249652	1	1	1	4	1	10	dup
P2RX6	0.00489468	0.224663	0.001	0.2	0.0249652	0.150393	1	0.0249652	1	1	1	1	1	10	dup
SNAP29	0.00249079	0.163657	0.001	0.2	0.0132893	0.109823	1	0.0132893	1	1	1	2	1	10	dup
IDS	-0.000120914	-0.0280993	0.001	0.2	0.000394812	-0.0190285	1	0.000394812	1	0.8368	0.741	1	1	10	dup
FAM117B	0.0002567	-0.0675625	0.001	0.2	0.00227913	-0.043352	1	0.00227913	1	1	1	11	1	10	dup
MTNR1A	0.000652019	-0.0922535	0.001	0.2	0.00426196	-0.0618011	1	0.00426196	1	1	1	8	1	10	dup
SLC25A24	-0.000188811	0.0104966	0.001	0.2	5.50E-05	0.00644427	1	5.50E-05	1	0.9815	0.9772	8	1	11	dup
C22orf15	0.000637301	0.0914544	0.001	0.2	0.00416991	0.0564427	1	0.00416991	1	0.9015	0.7849	2	1	11	dup
CHCHD10	0.000637301	0.0914544	0.001	0.2	0.00416991	0.0564427	1	0.00416991	1	0.9015	0.7849	2	1	11	dup
DGCR14	0.00604929	-0.248542	0.001	0.2	0.0311851	-0.157406	1	0.0311851	1	1	1	3	1	11	dup
PI4KA	0.000882784	-0.103977	0.001	0.2	0.00542289	-0.0672907	1	0.00542289	1	1	1	8	1	11	dup
TSSK2	0.00604929	-0.248542	0.001	0.2	0.0311851	-0.157406	1	0.0311851	1	1	1	1	1	11	dup
UXT	0.00141084	-0.126759	0.001	0.2	0.0080669	-0.082618	1	0.0080669	1	1	1	1	1	11	dup
KNG1	0.00228209	-0.157215	0.001	0.2	0.0123422	-0.0973805	1	0.0123422	1	0.7986	0.9253	9	1	11	dup
C1GALT1	0.00132716	0.123432	0.001	0.2	0.00760209	0.0782749	1	0.00760209	1	0.8775	0.8363	15	1	11	dup
CBFA2T3	0.00119397	0.0896993	0.001	0.2	0.0148434	0.102537	1	0.0148434	1	1	1	12	2	12	dup
DDTL	0.000583256	0.0884577	0.001	0.2	0.00389691	0.0525818	1	0.00389691	1	0.7712	0.8198	2	1	12	dup
GSTT2	0.000583256	0.0884577	0.001	0.2	0.00389691	0.0525818	1	0.00389691	1	0.7712	0.8198	1	1	12	dup
